key,source,target
ScriptText/NPC_Artisan_Text8,"The Divine's power is unfathomable. Upgraded equipment helps us wield it more effectively.",
ScriptText/NPC_Reborn_Unlock1_Text1,The Divine System has issued a new special task. You can locate Advisor Cheng Tuo near the Light Gate for details.,
ScriptText/NPC_Startgame_Text16,The Divine System has issued some special missions. You can check their completion status with me anytime.,
ScriptText/NPC_Store_Text11,"You buy car insurance when you get a car. So surely, being human, you need to buy reincarnation insurance, right?",
ScriptText/NPC_Talent_Text5,"Humans, animals, plants... any life form with genetic material can be infected by the Corrupted Virus.",
ScriptText/NPC_Character_Text6,The only lesson humans have learned from history is that humans never learn any lesson.,
ScriptText/NPC_Startgame_Text7,"Corrupted Crystals can be obtained from leaders in high-risk zones, used to open gates to other dimensions.",
ScriptText/NPC_Artisan_Text2,"Any equipment, no matter how worn out, can be squeezed for its last bit of value under the Divine's “Value Assessment System”.",
ScriptText/NPC_Reborn_Success_Text5,Mission completed cleanly and efficiently. The Divine have added an “Efficient Execution” remark to your performance evaluation for this operation.,
ScriptText/Commander_Battle_Boss2Die1,Mission accomplished. Well done!,
ScriptText/NPC_Reborn_Text7,"Chosen as top talent by the Divine System, you now possess the ability for infinite rebirth.",
ScriptText/NPC_Character_Text15_2,"You all possess special antibodies granted by the Divine, making you immune to the virus’s corruption.",
ScriptText/NPC_Reborn_Success_Text4,"You've completed another mission brilliantly. The Outstanding Employee trophy for this quarter will most likely bear your name.",
ScriptText/NPC_Reborn_Unlock3_Text1_2,You can find Fortune near the Company Store.,
ScriptText/NPC_Collection_Text1,"Hello, Specialist. The data system is still being debugged. Its opening time will be announced separately.",
ScriptText/NPC_Artisan_Unlock,"Hello, I’m Fortune from the Engineering Department, specializing in handling all equipment-related matters within the company.",
ScriptText/NPC_Reborn_Unlock6_Text2,"You have been granted access to a special anomalous space. By completing a series of time-limited hunting challenges, you will obtain the most substantial loot.",
ScriptText/NPC_Talent_Text9,You must have been to the infection zones. Those places are filled with the infected. We need to liberate and reclaim their souls.,
ScriptText/NPC_Store_Text4_2,"You gotta keep it quiet, or we'll both be ""assigned"" to the Reaction Matrix.",
ScriptText/NPC_Talent_Text7,"You want to know where the Divine is? He is omnipresent, watching us at all times.",
ScriptText/NPC_Reborn_Text9,"Your primary work is to “process” the infected, reclaim their souls, and give them a chance for reincarnation.",
ScriptText/NPC_Reborn_Unlock8_Text1_2,"Your mission is clear: push into the fortress, eliminate all threats, and reclaim ""operational control"" of this zone.",
ScriptText/NPC_Reborn_Success_Text3,Your name will be added to this quarter’s “Employee of the Season” list in recognition of your outstanding contributions to saving the world.,
ScriptText/NPC_Reborn_Text17,Your return is the best news.,
ScriptText/NPC_Store_Text15,You asking if the gear I sell is okay?,
ScriptText/Commander_Battle_Text9,Activate two beacons and hold until data upload is complete. Time is short!,
ScriptText/Commander_Battle_Text13,Power restored. The mine elevator is ready. Get down there and deal with that tumor!,
ScriptText/Commander_Battle_Text14,The source is deep within. Move now and deploy the Bio-Bomb!,
ScriptText/Commander_Battle_Text1,Biological contact confirmed. Secure the area. Recovering asset.,
ScriptText/NPC_Store_Text6,"Contribute, and you get reincarnated. A fair exchange, isn't it?",
ScriptText/NPC_Reborn_Text3,"First, get acquainted with the office environment. When you’re ready, proceed to the light gate ahead to begin your next mission.",
ScriptText/NPC_Reborn_Text18,All departments of the company will support you.,
ScriptText/NPC_Startgame_Text5,There was once a highly capable Specialist in the company. She went missing on a mission in the snowfields.,
ScriptText/NPC_Reborn_Unlock3_Text1,"Just received a notification: The Artisan System is now available to all agents, overseen by Engineer Fortune.",
ScriptText/NPC_Quest_Unlock,"A pleasure. I'm Shen Guwen from the Strategy Department, in charge of mission management for all Specialists.",
ScriptText/NPC_Reborn_Text15,"Don't forget, we'll always be right behind you.",
ScriptText/NPC_Reborn_Fail_Text2,"Don't worry about physical damage. The company has insured you with the highest-tier “Physical Damage Insurance.”",
ScriptText/Mors_Text3,"Don't worry about defense, leave it to me. You just need to worry if the target is worth my rocket.",
ScriptText/NPC_Store_Text3,"Don't look at me like that. Prices are set by the company's marketing department. They said a conscience isn't worth much.",
ScriptText/NPC_Reborn_Text2,Don’t be alarmed. This is normal after the first few cycles. Your consciousness needs an adaptation period.,
ScriptText/NPC_Reborn_Text10,The light gate ahead leads to the operational zone.,
ScriptText/Monster_Alert_Text2,Threat Detected,
ScriptText/NPC_Reborn_Unlock7_Text1_3,Go and measure the true distance to your limits.,
ScriptText/Commander_Battle_Start1,Biological signal detected. Secure the area. Initiate recovery protocol!,
ScriptText/NPC_Character_Text8,"Used properly, any weapon can unleash extraordinary power.",
ScriptText/NPC_Reborn_Text14,Take a breath of fresh base air and relax.,
ScriptText/NPC_Store_Text13,Reclaimed souls without enough Credits to buy Reincarnation Insurance have to work off-the-books shifts day and night.,
ScriptText/NPC_Reborn_Text6,"With the help of the Divine, the Reincarnation Insurance Program has initiated a special operation to purify the world.",
ScriptText/NPC_Talent_Text8,"Thanks to the R&D Department's efforts, every Specialist's efficiency in wielding the Divine's power is constantly improving.",
ScriptText/NPC_Startgame_Text21,"Under the erosion of the Corrupted Virus, even the strongest will can be destroyed.",
ScriptText/NPC_Talent_Text12,"In this apocalyptic world, we still have the five insurances and one fund. Although the ""one fund"" is the Resurrection Provident Fund.",
ScriptText/NPC_Reborn_Fail_Text1,"Resurrection procedures complete. However, your right kidney was gnawed off by a zombie... Interested in upgrading to a titanium alloy kidney? 20% off!",
ScriptText/NPC_Reborn_Fail_Text5,"Resurrection process complete. According to the insurance contract, the basic cost of your recent “mandatory leave” is covered by the company.",
ScriptText/Commander_Battle_Text8,Large hordes of the Corrupted are approaching rapidly. Begin operation immediately.,
ScriptText/NPC_Talent_Text3,The right combination of Talents and Equipment will lead you to success in every mission.,
ScriptText/NPC_Talent_Text1,Talent development program ready. Please select the ability you wish to upgrade.,
ScriptText/NPC_Reborn_Text5,"As you can see, the world is in a bit of a situation. Most of humanity is infected with the Corrupted Virus and has turned into “zombies.”",
ScriptText/NPC_Artisan_Text7,"If you're having trouble in battle, why not come to me to upgrade your equipment?",
ScriptText/NPC_Character_Text1,"If you want to delegate tasks to other Specialists, you've come to the right person.",
ScriptText/NPC_Talent_Text2,"If you wish to lower your mortality rate in combat, consider prioritizing the upgrade of your ""Survival Capability"" module.",
ScriptText/NPC_Store_Text8,"If you have unwanted equipment, you can sell it to me for Credits.",
ScriptText/Commander_Battle_Boss1Die1,Threat neutralized. Well done!,
ScriptText/YeYing_Text3,"Got enough ammo? I'm feeling particularly “productive” today.",
ScriptText/NPC_Startgame_Text6,There was once a military base in the Frostfield Infection Zone. Some zombies can wield the weapons left behind there.,
ScriptText/NPC_Artisan_Text5,"Not satisfied with an equipment's effect? We offer a Reforge service. However, the result depends on luck.",
ScriptText/NPC_Artisan_Text10,"Not satisfied with the reforge result? You win some, you lose some, my friend.",
ScriptText/Commander_Battle_Text5,Hostile swarm! Brace for contact!,
ScriptText/Commander_Battle_Warn2,Hostile swarm! Brace for contact!,
ScriptText/NPC_Artisan_Text15,The Artisan System is undergoing upgrade maintenance. Please come back later.,
ScriptText/NPC_Artisan_Text17,"The Engineering Department's latest service: Dismantle Mythic equipment to ""extract"" its Module and store it in a dedicated database.",
ScriptText/NPC_Startgame_Text12,"Hope you can still clock out on time, even in the apocalypse.",
ScriptText/NPC_Tower_Text1_3,Bring your most reliable Divine Tech. The Divine System will reward you most generously based on your performance.,
ScriptText/NPC_Startgame_Text24,"Those who built it probably never imagined that one day, a ""fortress"" would become a prison, and a ""sanctuary"" a tomb.",
ScriptText/FirstGame_Text2,Scanning individual compatibility rate...,
ScriptText/NPC_Talent_Name,Kepler,
ScriptText/NPC_Startgame_Text17,"When the infected in an area reach a certain density, they form a powerful regional bio-consciousness network.",
ScriptText/NPC_Talent_Text13,"When a type of talent is upgraded to a certain level, you can obtain an even more powerful talent.",
ScriptText/Commander_Battle_Warn3,Beware! Large wave of hostiles moving your way!,
ScriptText/NPC_Reborn_Unlock2_Text3,"Coincidentally, Specialist “Mors”, who excels in heavy firepower and positional defense, has just completed a special assignment and officially returned to the team. He claims his firepower is enough to “melt any cold wave.”",
ScriptText/NPC_Reborn_Unlock8_Text1,"Intel Division confirms that Skyfort, one of humanity's largest refuge strongholds, has become a new nest for the Corrupted. Not only are bio‑infected spreading, but its central AI has also activated a non‑discriminatory defense protocol.",
ScriptText/NPC_Character_Text3,Would you like to meet more colleagues? I can introduce you.,
ScriptText/NPC_Startgame_Text20,"To purify an Infected Zone, you must eliminate its core leader.",
ScriptText/NPC_Store_Text5,"There are some extremely powerful soul aggregates in the infection zones. They are all ""high-quality assets"" for the company.",
ScriptText/NPC_Startgame_Text18,"Within an Infection Zone, all infected exhibit highly coordinated behavior and demonstrate extremely aggressive tendencies.",
ScriptText/Monster_Alert_Text4,Corrupted incoming from right platform,
ScriptText/Monster_Alert_Text3,Corrupted incoming from left platform,
ScriptText/NPC_Character_Text13,The essential requirement to become a Specialist is an extremely high compatibility between one’s soul and divine power.,
ScriptText/NPC_Talent_Text14,We have tailor-made a unique talent activation path for every Specialist.,
ScriptText/NPC_Character_Text2,"Our company has many elites, each with different combat specialties.",
ScriptText/NPC_Startgame_Text17_2,We refer to such areas as “Infection Zones.”,
ScriptText/Luna_Text3,"I will pray for all the zombies that die by my hand, wishing them a good afterlife.",
ScriptText/NPC_Character_Text10,I am responsible for assisting you with work coordination with other Specialists.,
ScriptText/NPC_Store_Text16,"I only handle sales. If you wish to truly enhance your gear, go see my sister, Artifice. (Just mind your credits.)",
ScriptText/NPC_Artisan_Text14,"My sister always goes on about ""small profits, quick returns"". But I say, true value is forged, not bargained for.",
ScriptText/NPC_Character_Unlock,"I'm Morpheus, the personnel coordinator. You're not fighting alone in the Field Ops Dept. If you'd like to meet other colleagues, I can arrange an introduction anytime.",
ScriptText/NPC_Startgame_Text23,"I once took part in the testing of Skyfort's advanced defensive AI… Now it's using the same logic to hunt us down.",
ScriptText/Claire_Text2,"My work philosophy is simple: stuff the problem into the barrel, and solve it with a “bang.”",
ScriptText/Katerina_Text1,"Under my gunfire, there is no “seriously injured,” only “reclaimed.”",
ScriptText/Luna_Text1,My arrows will only hit where they should go.,
ScriptText/NPC_Reborn_Text16,I believe you can save this world.,
ScriptText/FirstGame_Text6,"I remember signing a contract... so I've been reborn?",
ScriptText/NPC_Store_Text10,"I have the company's latest R&D equipment here. Don't miss out while you're passing by.",
ScriptText/Commander_Battle_Boss1Die3,Combat concluded. Signal restored.,
ScriptText/NPC_Character_Text5,"All Specialists enjoy the company's VVIP benefits, including unlimited access to Reincarnation Insurance services.",
ScriptText/Katerina_Text2,All enemies that enter my line of sight will smoothly enter the reincarnation cycle.,
ScriptText/NPC_Startgame_Text8,Always check your Inventory before a mission to ensure you have enough space.,
ScriptText/NPC_Character_Text15,What if you get infected during a mission? No need to worry.,
ScriptText/FirstGame_Text3,Scan complete. Compatibility rate 99.98%. Conditions met.,
ScriptText/NPC_Artisan_Text4,"Place the Contract and the equipment here. Remember, you can change the Contract on equipment, but you will lose the original contract effect.",
ScriptText/NPC_Artisan_Text1,"Give me the equipment you don't need. I'll assess its residual divine power and extract usable materials.",
ScriptText/NPC_Store_Text7,"They say humans in the past used online shopping. Just tap a few times on their phones, and goods would be delivered to their door.",
ScriptText/NPC_Arcade_Text1,Rumor has it that Logistics salvaged this vintage entertainment device from the ruins. It’ll be available to all staff once repairs are complete.,
ScriptText/NPC_Artisan_Text12,"They say the more good deeds one did in their past life, the more Credits the Divine System grants them, allowing for continuous reincarnation.",
ScriptText/NPC_Talent_Text4,"Upgrading talents won't make you a god directly. But it will make the process of clearing zombies much more colorful.",
ScriptText/NPC_Character_Text18,The search and rescue team spent a long time but failed to find that missing Specialist.,
ScriptText/NPC_Artisan_Text16,"Don't worry. We'll expedite the maintenance while you're on your mission and will resume service shortly.",
ScriptText/NPC_Store_Text15_2,"Relax. It's perfectly fine.",
ScriptText/NPC_Artisan_Text17_2,"Don't worry, not a drop of Divine energy will be wasted.",
ScriptText/NPC_Artisan_Text18,"Mythic Modules in the database can be used for Warwing Modification and Equipment Forging, giving Specialists a powerful edge in combat operations.",
ScriptText/Mors_Text1,"Finish early, leave early. The contract doesn't say “must enjoy the battle process.”",
ScriptText/Commander_Battle_Text10,New directive: Protect the transport vehicle until it reaches the target location.,
ScriptText/NPC_Store_Text12,"Lately, the “Psionic Reaction Matrix” is burning through consumables pretty fast. You all need to work harder and send more souls back.",
ScriptText/NPC_Character_Text9,Some Specialists have been dispatched to other branches on missions. You might have a chance to meet them in the future.,
ScriptText/Commander_Battle_Text12,A horde of enemies is closing in! Hold out until the power system reboots.,
ScriptText/Mors_Text2,"The best helpers in the apocalypse: heavy armor, rockets, infinite revives.",
ScriptText/NPC_Reborn_Success_Text2,The “Soul Asset Recovery Rate” for this operation far exceeded expectations. The Board has taken note of your performance. Please maintain this outstanding productivity.,
ScriptText/NPC_Reborn_Unlock2_Text2,The polar observatory has confirmed an extreme environment infection zone. It is filled with frigid cold and high-threat targets. Please be fully prepared before exploring.,
ScriptText/NPC_Artisan_Name,Fortune,
ScriptText/NPC_Store_Name,Profit,
ScriptText/NPC_Collection_Name,Collins,
ScriptText/NPC_Reborn_Text8,"According to the Divine Accord, you can temporarily invoke Divine Tech in combat for enhancement.",
ScriptText/NPC_Reborn_Fail_Text4,"Your vital signs were briefly lost. Don't be discouraged. According to the Employee Handbook, every accident is a valuable “practical learning opportunity.”",
ScriptText/NPC_Startgame_Text1,The guardian of the forest ended up becoming a virus transmission tower. How ironic.,
ScriptText/NPC_Artisan_Text19,"A Module's ""Divine signature"" is bound to its original equipment slot — when forging, you can only install Modules extracted from the same slot.",
ScriptText/NPC_Reborn_Unlock4_Text1,"Welcome home, Specialist. An ace sniper named “Katerina” has passed soul review and joined the Field Operations Department. If you have time, why not get to know this new colleague?",
ScriptText/NPC_Reborn_Text11,Welcome back.,
ScriptText/NPC_Reborn_Success_Text1,"Welcome back, Specialist. Mission completion rating: Excellent. Congratulations on a successful mission!",
ScriptText/NPC_Reborn_Fail_Text3,"Welcome back, Specialist. This death lasted below the department average. Please continue to strive.",
ScriptText/NPC_Reborn_Text1,Welcome back. Your biosignals were fluctuating greatly just now. Dreaming again?,
ScriptText/NPC_Tower_Text1,"Welcome to the “Void Spire”, Specialist.",
ScriptText/NPC_Store_Unlock,"Welcome, rookie. I'm Profit from Marketing. Feel free to visit my store anytime to check out the company's latest goods.",
ScriptText/NPC_RankList_Text1,Communication link is being repaired to sync global combat zone data. Temporarily unavailable.,
ScriptText/NPC_Startgame_Text2,The Death Swamp is pitch-dark. The Infected can emerge from the shadows at any moment.,
ScriptText/NPC_Character_Text4,Each Specialist has different talents and stories. Why not befriend them all?,
ScriptText/NPC_Startgame_Text19,Each Infection Zone has a “brain”-like leader responsible for coordinating all infected to continually spread the virus.,
ScriptText/NPC_Startgame_Text13,"Upon completing an operation, the Divine System will grant you rewards based on your performance.",
ScriptText/NPC_Startgame_Name,Cheng Tuo,
ScriptText/NPC_Startgame_Text4,The leader in the desert region excels at long-range attacks. Dispatch a suitable Specialist for the mission.,
ScriptText/NPC_Artisan_Text6_2,How many attempts to get what you want? Heaven knows.,
ScriptText/Commander_Battle_Boss2Warn3,Attention! Boss-level threat detected. Stand by for combat.,
ScriptText/Commander_Battle_Text3,Multiple hostile contacts inbound!,
ScriptText/Commander_Battle_Warn4,Heads up! High-density threat closing in!,
ScriptText/Commander_Battle_Boss1Warn2,Attention! Giant mutant locked. Adjusting course immediately.,
ScriptText/NPC_Reborn_Unlock1_Text2_2,You can now convert your Rank into tangible combat power and optimize your operational efficiency.,
ScriptText/FirstGame_Text1,Vital signs signal: Lost,
ScriptText/NPC_Reborn_Unlock1_Text3,Abnormal heat signals detected at the ruins of the ecological testing ground. Confirmed fully overrun as an Infection Zone.,
ScriptText/Commander_Battle_Start2,Biological signal locked. Recovery mission underway!,
ScriptText/Commander_Battle_Boss2Die3,Target eliminated. Mission success.,
ScriptText/Commander_Battle_Text7,"Target's bio-signs have vanished. Good work!",
ScriptText/NPC_Store_Text2,Check out this enchantment! Divine military-grade quality. One shot equals five! Only Credits! Buy now and get “Zombie Damage Insurance” for free!,
ScriptText/FirstGame_Text7,Such nostalgic light…,
ScriptText/NPC_Reborn_Unlock1_Text2,The R&D Department has permanently unlocked the “Talent Development System” for you.,
ScriptText/Commander_Battle_Text2,"R&D's new toy is in. Let's hope it holds up.",
ScriptText/Commander_Battle_Tech1,"R&D sent over a new gadget. Let's hope it doesn't malfunction this time.",
ScriptText/NPC_Startgame_Text9,May you complete your next mission successfully.,
ScriptText/Commander_Battle_Tech2,Airdrop support is in position. Ready for pickup.,
ScriptText/NPC_Artisan_Text13,"The manager said items stored in the warehouse won't be lost even at the end of the world. But if you need more space, that'll cost extra.",
ScriptText/NPC_Reborn_Text12,"It's good to see you again.",
ScriptText/Commander_Battle_Text11,Energy Forges are top-tier assets. Hold them. At any cost.,
ScriptText/NPC_Character_Text16,"At least within the company’s known records, there has been no precedent of a Specialist being infected by the virus.",
ScriptText/NPC_Character_Name,Morpheus,
ScriptText/NPC_Talent_Text11,"The Corrupted Virus comes from evil gods from outer space. They want to steal Earth's faith through the virus.",
ScriptText/NPC_Startgame_Text22,An eroded body is nothing less than a cage for the soul. Go and save the souls of those infected.,
ScriptText/NPC_Startgame_Text14,"Life forms infected by the virus lose their independent consciousness, and their biological structures are also reshaped.",
ScriptText/NPC_Artisan_Text9,"The more times you reforge equipment, the more divine power it consumes, and naturally, the more Credits it requires.",
ScriptText/Commander_Battle_Text6,Heads up! Detecting a big one! Plotting a new course!,
ScriptText/Commander_Battle_Boss2Warn2,Warning! Colossal life signature approaching. Prepare to engage!,
ScriptText/Commander_Battle_Warn1,Caution! Large number of hostiles approaching!,
ScriptText/Commander_Battle_Boss1Die2,All clear. Target vital signs confirmed lost.,
ScriptText/Commander_Battle_Boss2Die2,"All clear. All targets eliminated. Good work, everyone.",
ScriptText/Commander_Battle_Text4,Warning! Massive Mutant Detected. Prepare for Combat!,
ScriptText/Commander_Battle_Boss1Warn1,Alert! Giant mutant detected. Altering approach path.,
ScriptText/Commander_Battle_Boss2Warn1,"Alert! Watch out for the giant mutant, or your ""exit interview"" might be... rather abrupt.",
ScriptText/Claire_Text1,Let me teach those zombies what “efficient communication” means.,
ScriptText/NPC_Startgame_Text10,"Remember, only the living can deal damage.",
ScriptText/YeYing_Text2,"Keep an eye on the customer list for me. What if you find my former boss? I've saved up a lot of “work insights” to report to him.",
ScriptText/NPC_Talent_Unlock,"Access confirmed. I am Kepler, your Talent Trainer. I can develop your potential at any time.",
ScriptText/FirstGame_Text5,"Huh?! Where am I...? Didn't I already...?",
ScriptText/NPC_Startgame_Text15,"The more powerful an individual is, the greater the threat they become after being infected by the virus.",
ScriptText/NPC_Character_Text11,The Reincarnation Insurance Company is not a charity. Every employee needs to prove their worth.,
ScriptText/Luna_Text2,"Reincarnation is a one-way street. My duty is to ensure they don't take a wrong turn or be late.",
ScriptText/NPC_Store_Text4,"This batch was traded with smugglers... cough I mean, ""strategic procurement"".",
ScriptText/NPC_Tower_Text1_2,The rules are simple: complete the operations and advance floor by floor.,
ScriptText/NPC_Reborn_Unlock7_Text1_2,"By completing combat operations designated by the Divine System, you can improve your compatibility with Divine power.",
ScriptText/NPC_Store_Text14,"After reclaiming those infected souls, they still need to pay Credits to buy Reincarnation Insurance before they can be reborn like us.",
ScriptText/NPC_Reborn_Unlock1_Text3_2,The area is scorched by uncontrolled fusion energy. Recommend heat-resistant gear and long-range combat preparations before deployment.,
ScriptText/Claire_Text3,"Heavy armor affects mobility? Let's see how many seconds a zombie can last in front of me.",
ScriptText/NPC_Artisan_Text6,"The essence of Reforging is to use the power of the Divine to cause “random fluctuations” in the equipment's divine power.",
ScriptText/NPC_Character_Text14,"In addition to rebirth services, you are also entitled to the company’s highest level of medical security coverage.",
ScriptText/NPC_Startgame_Text3,Captain Raines... I‘ve met him before. He’s now the most fearsome Infected in the desert region.,
ScriptText/NPC_Reborn_Text4,Wishing you success on your mission!,
ScriptText/Monster_Alert_Text1,Threat Swarm is approaching.,
UpdateNotesText/UpdateNotes_0.8.1.7,"Ver 0.8.1.7
Version Date: 2026.1.27

Update Notes:

Characters
  - Fixed an issue where the Rocket Launcher could not trigger Chase Tech.

Divine Tech
  - Fixed an issue where the Gunsmith faction could present an empty selection screen.
  - Fixed an issue that could soft-lock the game at the """"Select Divine Tech"""" screen if players had banned all available Tech options.

Events
  - Adjusted the effects of the """"Equivalent Exchange"""" event. Health Regen can no longer be reduced below 0.

Monsters
  - Optimized the visual effect for monster attack warning ranges.
  - Fixed an issue where certain monster visual effects were not displaying on low graphics settings.
  - Fixed an issue where elite monster visual effects could display incorrectly in specific situations.

UI
  - The on-screen prompt for toggling Auto-Fire (Q key) is now more prominent to help new players.

Missions
  - Fixed an issue where the completion criteria for some quests were not triggering correctly.

NPC
  - Fixed an issue where the mouse cursor could remain in """"Dismantle mode"""" after closing the Artisan's Dismantle interface.

Settings
  - Added """"Screen Shake"""" and """"Shake Intensity"""" options.
  - Fixed an issue where the Frame Rate Limit could automatically reset to 60.

Stability
  - Fixed known issues that could cause game stuttering or unexpected crashes.

Other
  - Updated the game's launch icon.",
UpdateNotesText/UpdateNotes_0.8.1.8,"Ver 0.8.1.8
Version Date: 2026.1.30

Update Notes:

Combat
  - Increased rewards (Credit, Character Career EXP, Equipment Drop Rarity) for Risk Levels 4 through 6.

Monsters
  - Reduced damage coefficient of [Burn] and [Poison] effects inflicted on players by all monsters.
  - Reduced Health for normal, elite, and Boss monsters in Risk Level 6.
  - BOSS: Corrupted Ancient
    - Fixed an issue where ground poison pool damage could stack abnormally.
  - BOSS: Sandstorm Lord
    - Reduced projectile speed in Risk Level 6.
  - BOSS: Plague Angel
    - Reduced base Health.
    - Optimized the warning range display for some attacks.
    - Fixed an issue where some visual effects could display incorrectly under specific conditions.

Equipment
  - Optimized the visual drop effects for equipment.

Store
  - Added a Sell All button to sell all equipment in your Inventory at once.

Warehouse
  - Added support for moving Equipment/Pacts across warehouse pages.

Settings
  - Added new options for Crosshair Customization.

Localization
  - Completed Russian and German translation texts.
  - Fixed an issue where the game language could be switched incorrectly on operating systems with unsupported locales.

Controller
  - Fixed an issue where interaction in level selection and in-game event interfaces required moving the cursor to a specific position.

Audio
  - Adjusted the volume of some sound effects.

Stability
  - Fixed known issues that could cause game stuttering or unexpected crashes.

UI
  - Added an X (Twitter) redirect button to the Login screen for non-Chinese language clients.",
UpdateNotesText/UpdateNotes_0.8.1.9,"Ver 0.8.1.9
Version Date: 2026.2.6

Update Notes:

Warehouse
  - Added an Auto-Sort button. You can now organize your warehouse with one click.

Settings
  - Added a new Auto Grenade Throw function with 2 modes (Auto-Aim + Auto-Throw / Auto-Aim + Manual Throw), providing convenience for controller players.
  - Added a new Automatic Skill Activation function with 2 modes (Auto-Aim + Auto-Cast / Auto-Aim + Manual Cast).
  - Fixed an issue where the Frame Rate Limit did not apply correctly after changing graphics quality.

Characters
  - Slightly enhanced talent for some characters.
  - Removed collision for Mechatech companions. You no longer need to worry about them blocking your path.

Equipment
  - New Feature: When picking up equipment for an empty slot, it will now be automatically equipped immediately.

Monsters
  - Fixed an issue where the warning area for the Shock Zombie's ground slam attack did not match its actual range.
  - Reduced the Bombardier's base Health, Movement Speed, and Attack Frequency.

Events
  - Added a new investigation event: Survival Protocol.

Quests/Achievements
  - Fixed an issue preventing the completion of missions/achievements related to reaching Level 40 with all characters.

Divine Tech
  - Fixed an issue where the Explosion tech [Explosions are art] did not affect [Heavy Artillery] and [Back-Mounted RPG].
  - Optimized visual effects for some Divine Tech.

Stability
  - Attempted to fix an issue causing abnormal errors during scene loading on Steam Deck.
  - Fixed known issues that could cause game stuttering or unexpected crashes.

Performance Optimization
  - Significantly reduced VRAM usage through optimizations, improving smoothness on some hardware configurations.

Audio
  - Fixed an issue where the sound effect volume settings were not applying correctly.",
UpdateNotesText/UpdateNotes_0.8.2,"Ver 0.8.2
Version Date: 2026.2.14

Update Notes:

New Challenge Mode
  - Added Void Spire mode (beta). Characters who have reached Level 40 can now access the Void Spire.
  - Added in‑run Tech setup save function. Builds created in Standard mode can now be permanently saved and directly used in Void Spire battles.
  - Added 5 new operation maps and corresponding mission objectives.

New Progression System
  - Added Divine Tech enhancement system. Each successful Void Spire clear grants several chances to upgrade your Tech.
  - Added Divine Tech Codex. Now you can open the Codex via the [T] hotkey or by clicking the [Tech] button in the Inventory interface.

New Equipment
  - Added 31 new Mythic‑quality equipment pieces.
  - Added a new cosmetic: Cyclic Wings (awarded for clearing Spire Layer 30). Can be toggled on/off in the Inventory interface.

HUD
  - Optimized boss health bars: added percentage display.

Localization
  - Fixed several text issues in multilingual versions.",
UpdateNotesText/UpdateNotes_0.8.2.1,"Ver 0.8.2.1
Version Date: 2026.2.28

Update Notes:

New Equipment
  - Added 4 new Equipment Pact Sets.

Character
  - Character Stats Panel has been revamped for a clearer view of attribute bonuses.
  - Added the ability to revert talent points in the Talent Interface. Right-click a talent node to directly lower its level.

Settings
  - Added option to auto-skip boss intro cutscenes.

Divine Tech
  - Optimized visual effects for certain Tech.
  - Fixed an issue where the Divine Tech Codex displayed incorrect Tech types.

Monsters
  - Fixed abnormal spawn locations in some Void Spire maps under specific conditions.

Audio
  - Added new sound effects.

Localization
  - Fixed various text issues in multiple language versions.",
UpdateNotesText/UpdateNotes_0.8.2.2,"Ver 0.8.2.2
Version Date: 2026.3.13

Update Notes:

Events
  - Added Investigation Event: """"Super Airdrop"""". This latest creation from R&D will provide powerful support to Specialists in combat.

Leaderboards
  - The Void Spire leaderboard feature is now initially enabled.

Settings
  - Added NVIDIA DLSS support and settings options. Enabling this can significantly improve frame rate performance on certain systems.
  - Added opacity adjustment for visual effects, providing a more eye-comfortable experience.

Experience Optimization
  - Optimized the reset and alteration mechanics for Divine Tech: When using the reset function, it now prioritizes showing distinct Tech options; the same applies to the alteration function.
  - Optimized the equipment reroll feature: When rerolling equipment affixes, it now prioritizes showing distinct affixes.

UI
  - Fixed an issue where pressing ESC in the Warehouse and Store interfaces only closed the Inventory.
  - Optimized the Tech Setup save/load interface in Void Spire mode.
  - Optimized the post-combat result screen flow.",
UpdateNotesText/UpdateNotes_0.8.2.3,"Ver 0.8.2.3
Version Date: 2026.3.16

Update Notes:

Bug Fixes
  - Fixed an issue where the """"Super Airdrop"""" event caused severe lag after successful activation.
  - Fixed an issue where character talents incorrectly took effect under certain circumstances.
  - Fixed an issue where the star rating displayed incorrectly on the result screen.",
UpdateNotesText/UpdateNotes_0.8.3,"Ver 0.8.3
Version Date: 2026.3.20

Update Notes:

Void Spire
  - Added a new Void Spire map: Forge Front
    - The company's critical assets are under threat from the Corrupted hordes. It's time to join the defense of the Energy Forges.

New Progression Systems
  - Mythic Module Extraction: When dismantling Mythic equipment, its Module affixes can now be extracted and stored in the Mythic Module Database for use in Equipment Forging and the Warwing Module system.
  - Equipment Forging System: Legendary equipment can now be enhanced with a Mythic Module from the same slot, upgrading it to Mythic quality. Specialists no longer need to worry about their perfectly rolled Legendary gear going to waste.
  - Warwing Modification: After obtaining a Warwing, you can equip one extracted Weapon Module and one Armor Module in its dedicated interface, enhancing gear build versatility.

New Equipment
  - Added 16 new Mythic-rarity items, offering more build variety.

Warehouse
  - Added 5 new Warehouse pages, providing Specialists with more storage space.
  - Optimized the sorting logic for auto-organizing equipment.

Events
  - Optimized event indicators on the minimap. The direction of events located beyond the radar's immediate range will now be indicated.
  - Optimized the directional prompt for the """"Super Airdrop"""" event. It will now become more prominent on the minimap when you get closer.

Localization
  - Fixed various text issues in multiple language versions.",
