key,source,target
ScriptText/NPC_Talent_Text2,"If you wish to lower your mortality rate in combat, consider prioritizing the upgrade of your ""Survival Capability"" module.","Se deseja reduzir sua taxa de mortalidade em combate, considere priorizar o aprimoramento do módulo “Capacidade de Sobrevivência”."
ScriptText/NPC_Store_Text8,"If you have unwanted equipment, you can sell it to me for Credits.","Se tiver equipamentos indesejados, pode vendê-los para mim por Créditos."
ScriptText/Commander_Battle_Boss1Die1,Threat neutralized. Well done!,Ameaça neutralizada. Bom trabalho!
ScriptText/YeYing_Text3,Got enough ammo? I'm feeling particularly “productive” today.,Tem munição suficiente? Hoje estou me sentindo especialmente “produtiva”.
ScriptText/NPC_Startgame_Text6,There was once a military base in the Frostfield Infection Zone. Some zombies can wield the weapons left behind there.,Houve uma base militar na Zona de Infecção dos Campos Gélidos. Alguns zumbis conseguem usar as armas deixadas para trás.
ScriptText/NPC_Artisan_Text5,"Not satisfied with an equipment's effect? We offer a Reforge service. However, the result depends on luck.",Não está satisfeito com o efeito de um equipamento? Oferecemos serviço de Reforja. Mas o resultado depende da sorte.
ScriptText/NPC_Artisan_Text10,"Not satisfied with the reforge result? You win some, you lose some, my friend.","Não gostou do resultado da reforja? Às vezes se ganha, às vezes se perde, meu amigo."
ScriptText/Commander_Battle_Text5,Hostile swarm! Brace for contact!,Enxame hostil! Preparem-se para contato!
ScriptText/Commander_Battle_Warn2,Hostile swarm! Brace for contact!,Enxame hostil! Preparem-se para contato!
ScriptText/NPC_Artisan_Text15,The Artisan System is undergoing upgrade maintenance. Please come back later.,O Sistema de Artesão está em manutenção de atualização. Volte mais tarde.
ScriptText/NPC_Artisan_Text17,"The Engineering Department's latest service: Dismantle Mythic equipment to ""extract"" its Module and store it in a dedicated database.",O serviço mais recente do Departamento de Engenharia: desmontar equipamentos Míticos para “extrair” seu Módulo e armazená-lo em um banco de dados dedicado.
ScriptText/NPC_Startgame_Text12,"Hope you can still clock out on time, even in the apocalypse.","Espero que você ainda consiga bater o ponto no horário, mesmo no apocalipse."
ScriptText/NPC_Tower_Text1_3,Bring your most reliable Divine Tech. The Divine System will reward you most generously based on your performance.,Traga sua Tecnologia Divina mais confiável. O Sistema Divino recompensará você generosamente de acordo com seu desempenho.
ScriptText/NPC_Startgame_Text24,"Those who built it probably never imagined that one day, a ""fortress"" would become a prison, and a ""sanctuary"" a tomb.","Quem construiu isso provavelmente nunca imaginou que um dia uma “fortaleza” se tornaria uma prisão, e um “santuário”, uma tumba."
ScriptText/FirstGame_Text2,Scanning individual compatibility rate...,Escaneando taxa de compatibilidade individual...
ScriptText/NPC_Talent_Name,Kepler,Kepler
ScriptText/NPC_Startgame_Text17,"When the infected in an area reach a certain density, they form a powerful regional bio-consciousness network.","Quando os infectados em uma área atingem certa densidade, formam uma poderosa rede regional de bioconsciência."
ScriptText/NPC_Talent_Text13,"When a type of talent is upgraded to a certain level, you can obtain an even more powerful talent.","Quando um tipo de talento é aprimorado até certo nível, você pode obter um talento ainda mais poderoso."
ScriptText/Commander_Battle_Warn3,Beware! Large wave of hostiles moving your way!,Cuidado! Grande onda de hostis vindo na sua direção!
ScriptText/NPC_Reborn_Unlock2_Text3,"Coincidentally, Specialist “Mors”, who excels in heavy firepower and positional defense, has just completed a special assignment and officially returned to the team. He claims his firepower is enough to “melt any cold wave.”","Coincidentemente, o Especialista “Mors”, que se destaca em poder de fogo pesado e defesa de posição, acabou de concluir uma tarefa especial e retornou oficialmente à equipe. Ele afirma que seu poder de fogo é suficiente para “derreter qualquer onda de frio”."
ScriptText/NPC_Reborn_Unlock8_Text1,"Intel Division confirms that Skyfort, one of humanity's largest refuge strongholds, has become a new nest for the Corrupted. Not only are bio‑infected spreading, but its central AI has also activated a non‑discriminatory defense protocol.","A Divisão de Inteligência confirma que Skyfort, uma das maiores fortalezas-refúgio da humanidade, tornou-se um novo ninho dos Corrompidos. Além da propagação dos bioinfectados, sua IA central também ativou um protocolo de defesa indiscriminado."
ScriptText/NPC_Character_Text3,Would you like to meet more colleagues? I can introduce you.,Gostaria de conhecer mais colegas? Posso apresentá-los a você.
ScriptText/NPC_Startgame_Text20,"To purify an Infected Zone, you must eliminate its core leader.","Para purificar uma Zona Infectada, você deve eliminar seu líder central."
ScriptText/NPC_Store_Text5,"There are some extremely powerful soul aggregates in the infection zones. They are all ""high-quality assets"" for the company.",Existem alguns agregados de almas extremamente poderosos nas zonas de infecção. Todos são “ativos de alta qualidade” para a empresa.
ScriptText/NPC_Startgame_Text18,"Within an Infection Zone, all infected exhibit highly coordinated behavior and demonstrate extremely aggressive tendencies.","Dentro de uma Zona de Infecção, todos os infectados exibem comportamento altamente coordenado e tendências extremamente agressivas."
ScriptText/Monster_Alert_Text4,Corrupted incoming from right platform,Corrompidos vindo da plataforma direita
ScriptText/Monster_Alert_Text3,Corrupted incoming from left platform,Corrompidos vindo da plataforma esquerda
ScriptText/NPC_Character_Text13,The essential requirement to become a Specialist is an extremely high compatibility between one’s soul and divine power.,O requisito essencial para se tornar um Especialista é uma compatibilidade extremamente alta entre a própria alma e o poder divino.
ScriptText/NPC_Talent_Text14,We have tailor-made a unique talent activation path for every Specialist.,Criamos sob medida um caminho único de ativação de talentos para cada Especialista.
ScriptText/NPC_Character_Text2,"Our company has many elites, each with different combat specialties.","Nossa empresa tem muitos talentos de elite, cada um com especialidades de combate diferentes."
ScriptText/NPC_Startgame_Text17_2,We refer to such areas as “Infection Zones.”,Chamamos essas áreas de “Zonas de Infecção”.
ScriptText/Luna_Text3,"I will pray for all the zombies that die by my hand, wishing them a good afterlife.","Vou rezar por todos os zumbis que morrerem pela minha mão, desejando a eles uma boa próxima vida."
ScriptText/NPC_Character_Text10,I am responsible for assisting you with work coordination with other Specialists.,Sou responsável por ajudar você na coordenação de trabalho com outros Especialistas.
ScriptText/NPC_Store_Text16,"I only handle sales. If you wish to truly enhance your gear, go see my sister, Artifice. (Just mind your credits.)","Eu só cuido das vendas. Se quiser melhorar seu equipamento de verdade, procure minha irmã, Artifice. (Só fique de olho nos seus créditos.)"
ScriptText/NPC_Artisan_Text14,"My sister always goes on about ""small profits, quick returns"". But I say, true value is forged, not bargained for.","Minha irmã vive falando em “lucro pequeno, giro rápido”. Mas eu digo que valor de verdade se forja, não se pechincha."
ScriptText/NPC_Character_Unlock,"I'm Morpheus, the personnel coordinator. You're not fighting alone in the Field Ops Dept. If you'd like to meet other colleagues, I can arrange an introduction anytime.","Sou Morpheus, coordenador de pessoal. Você não está lutando sozinho no Departamento de Operações de Campo. Se quiser conhecer outros colegas, posso organizar uma apresentação a qualquer momento."
ScriptText/NPC_Startgame_Text23,I once took part in the testing of Skyfort's advanced defensive AI… Now it's using the same logic to hunt us down.,Eu participei dos testes da IA defensiva avançada de Skyfort... Agora ela está usando a mesma lógica para nos caçar.
ScriptText/Claire_Text2,"My work philosophy is simple: stuff the problem into the barrel, and solve it with a “bang.”",Minha filosofia de trabalho é simples: enfie o problema no cano e resolva com um “bang”.
ScriptText/Katerina_Text1,"Under my gunfire, there is no “seriously injured,” only “reclaimed.”","Sob o meu fogo, não existe “gravemente ferido”, só “recuperado”."
ScriptText/Luna_Text1,My arrows will only hit where they should go.,Minhas flechas só acertam onde devem acertar.
ScriptText/NPC_Reborn_Text16,I believe you can save this world.,Acredito que você pode salvar este mundo.
ScriptText/FirstGame_Text6,I remember signing a contract... so I've been reborn?,Eu me lembro de ter assinado um contrato... então eu renasci?
ScriptText/NPC_Store_Text10,I have the company's latest R&D equipment here. Don't miss out while you're passing by.,Tenho aqui os equipamentos mais recentes do P&D da empresa. Não perca enquanto estiver de passagem.
ScriptText/Commander_Battle_Boss1Die3,Combat concluded. Signal restored.,Combate encerrado. Sinal restaurado.
ScriptText/NPC_Character_Text5,"All Specialists enjoy the company's VVIP benefits, including unlimited access to Reincarnation Insurance services.","Todos os Especialistas desfrutam dos benefícios VVIP da empresa, incluindo acesso ilimitado aos serviços de Seguro de Reencarnação."
ScriptText/Katerina_Text2,All enemies that enter my line of sight will smoothly enter the reincarnation cycle.,Todos os inimigos que entrarem na minha linha de visão seguirão tranquilamente para o ciclo de reencarnação.
ScriptText/NPC_Startgame_Text8,Always check your Inventory before a mission to ensure you have enough space.,Sempre verifique seu Inventário antes de uma missão para garantir que há espaço suficiente.
ScriptText/NPC_Character_Text15,What if you get infected during a mission? No need to worry.,E se você for infectado durante uma missão? Não precisa se preocupar.
ScriptText/FirstGame_Text3,Scan complete. Compatibility rate 99.98%. Conditions met.,"Escaneamento concluído. Taxa de compatibilidade: 99,98%. Condições atendidas."
ScriptText/NPC_Artisan_Text4,"Place the Contract and the equipment here. Remember, you can change the Contract on equipment, but you will lose the original contract effect.","Coloque o Contrato e o equipamento aqui. Lembre-se: você pode trocar o Contrato no equipamento, mas perderá o efeito do contrato original."
ScriptText/NPC_Artisan_Text1,Give me the equipment you don't need. I'll assess its residual divine power and extract usable materials.,Traga os equipamentos de que não precisa. Vou avaliar o poder divino residual deles e extrair materiais utilizáveis.
ScriptText/NPC_Store_Text7,"They say humans in the past used online shopping. Just tap a few times on their phones, and goods would be delivered to their door.","Dizem que os humanos do passado usavam compras online. Bastavam alguns toques no celular, e os produtos chegavam à porta."
ScriptText/NPC_Arcade_Text1,Rumor has it that Logistics salvaged this vintage entertainment device from the ruins. It’ll be available to all staff once repairs are complete.,Dizem por aí que a Logística resgatou este aparelho de entretenimento vintage das ruínas. Ele ficará disponível para todos os funcionários quando os reparos terminarem.
ScriptText/NPC_Artisan_Text12,"They say the more good deeds one did in their past life, the more Credits the Divine System grants them, allowing for continuous reincarnation.","Dizem que, quanto mais boas ações alguém praticou na vida passada, mais Créditos o Sistema Divino concede, permitindo reencarnações contínuas."
ScriptText/NPC_Talent_Text4,Upgrading talents won't make you a god directly. But it will make the process of clearing zombies much more colorful.,Aprimorar talentos não vai transformar você diretamente em um deus. Mas deixará o processo de limpar zumbis muito mais colorido.
ScriptText/NPC_Character_Text18,The search and rescue team spent a long time but failed to find that missing Specialist.,"A equipe de busca e resgate procurou por muito tempo, mas não conseguiu encontrar aquela Especialista desaparecida."
ScriptText/NPC_Artisan_Text16,Don't worry. We'll expedite the maintenance while you're on your mission and will resume service shortly.,Não se preocupe. Vamos acelerar a manutenção enquanto você estiver em missão e retomaremos o serviço em breve.
ScriptText/NPC_Store_Text15_2,Relax. It's perfectly fine.,Relaxe. Está tudo perfeitamente certo.
ScriptText/NPC_Artisan_Text17_2,"Don't worry, not a drop of Divine energy will be wasted.","Não se preocupe, nem uma gota de energia Divina será desperdiçada."
ScriptText/NPC_Artisan_Text18,"Mythic Modules in the database can be used for Warwing Modification and Equipment Forging, giving Specialists a powerful edge in combat operations.","Módulos Míticos no banco de dados podem ser usados para Modificação do Warwing e Forja de Equipamentos, dando aos Especialistas uma grande vantagem em operações de combate."
ScriptText/Mors_Text1,"Finish early, leave early. The contract doesn't say “must enjoy the battle process.”","Terminar cedo, sair cedo. O contrato não diz que é “obrigatório gostar do processo de batalha”."
ScriptText/Commander_Battle_Text10,New directive: Protect the transport vehicle until it reaches the target location.,Nova diretriz: proteja o veículo de transporte até ele chegar ao local alvo.
ScriptText/NPC_Store_Text12,"Lately, the “Psionic Reaction Matrix” is burning through consumables pretty fast. You all need to work harder and send more souls back.","Ultimamente, a “Matriz de Reação Psiônica” está consumindo suprimentos bem rápido. Vocês precisam se esforçar mais e mandar mais almas de volta."
ScriptText/NPC_Character_Text9,Some Specialists have been dispatched to other branches on missions. You might have a chance to meet them in the future.,Alguns Especialistas foram enviados em missão para outras filiais. Talvez você tenha a chance de conhecê-los no futuro.
ScriptText/Commander_Battle_Text12,A horde of enemies is closing in! Hold out until the power system reboots.,Uma horda de inimigos está se aproximando! Aguente até o sistema de energia reiniciar.
ScriptText/Mors_Text2,"The best helpers in the apocalypse: heavy armor, rockets, infinite revives.","Os melhores ajudantes no apocalipse: armadura pesada, foguetes e revives infinitos."
ScriptText/NPC_Reborn_Success_Text2,The “Soul Asset Recovery Rate” for this operation far exceeded expectations. The Board has taken note of your performance. Please maintain this outstanding productivity.,A “Taxa de Recuperação de Ativos de Alma” desta operação superou muito as expectativas. O Conselho tomou nota do seu desempenho. Continue mantendo essa produtividade excepcional.
ScriptText/NPC_Reborn_Unlock2_Text2,The polar observatory has confirmed an extreme environment infection zone. It is filled with frigid cold and high-threat targets. Please be fully prepared before exploring.,O observatório polar confirmou uma zona de infecção de ambiente extremo. Ela está cheia de frio intenso e alvos de alta ameaça. Prepare-se totalmente antes de explorá-la.
ScriptText/NPC_Artisan_Name,Fortune,Fortune
ScriptText/NPC_Store_Name,Profit,Profit
ScriptText/NPC_Reborn_Text8,"According to the Divine Accord, you can temporarily invoke Divine Tech in combat for enhancement.","De acordo com o Acordo Divino, você pode invocar temporariamente Tecnologias Divinas em combate para se fortalecer."
ScriptText/NPC_Reborn_Fail_Text4,"Your vital signs were briefly lost. Don't be discouraged. According to the Employee Handbook, every accident is a valuable “practical learning opportunity.”","Seus sinais vitais foram perdidos por um breve momento. Não desanime. Segundo o Manual do Funcionário, todo acidente é uma valiosa “oportunidade de aprendizado prático”."
ScriptText/NPC_Startgame_Text1,The guardian of the forest ended up becoming a virus transmission tower. How ironic.,O guardião da floresta acabou se tornando uma torre de transmissão do vírus. Que irônico.
ScriptText/NPC_Artisan_Text19,"A Module's ""Divine signature"" is bound to its original equipment slot — when forging, you can only install Modules extracted from the same slot.","A “assinatura Divina” de um Módulo está vinculada ao espaço original do equipamento; ao forjar, você só pode instalar Módulos extraídos do mesmo espaço."
ScriptText/NPC_Reborn_Unlock4_Text1,"Welcome home, Specialist. An ace sniper named “Katerina” has passed soul review and joined the Field Operations Department. If you have time, why not get to know this new colleague?","Bem-vindo de volta, Especialista. Uma sniper de elite chamada “Katerina” passou na análise de alma e entrou para o Departamento de Operações de Campo. Se tiver tempo, por que não conhece essa nova colega?"
ScriptText/NPC_Reborn_Text11,Welcome back.,Bem-vindo de volta.
ScriptText/NPC_Reborn_Success_Text1,"Welcome back, Specialist. Mission completion rating: Excellent. Congratulations on a successful mission!","Bem-vindo de volta, Especialista. Classificação de conclusão da missão: Excelente. Parabéns pelo sucesso da missão!"
ScriptText/NPC_Reborn_Fail_Text3,"Welcome back, Specialist. This death lasted below the department average. Please continue to strive.","Bem-vindo de volta, Especialista. Esta morte durou menos que a média do departamento. Continue se esforçando."
ScriptText/NPC_Reborn_Text1,Welcome back. Your biosignals were fluctuating greatly just now. Dreaming again?,Bem-vindo de volta. Seus biossinais estavam oscilando bastante agora há pouco. Sonhando de novo?
ScriptText/NPC_Tower_Text1,"Welcome to the “Void Spire”, Specialist.","Bem-vindo ao “Pináculo do Vazio”, Especialista."
ScriptText/NPC_Store_Unlock,"Welcome, rookie. I'm Profit from Marketing. Feel free to visit my store anytime to check out the company's latest goods.","Bem-vindo, novato. Sou Profit, do Marketing. Passe na minha loja quando quiser para conferir os produtos mais recentes da empresa."
ScriptText/NPC_RankList_Text1,Communication link is being repaired to sync global combat zone data. Temporarily unavailable.,O link de comunicação está sendo reparado para sincronizar os dados globais das zonas de combate. Temporariamente indisponível.
ScriptText/NPC_Startgame_Text2,The Death Swamp is pitch-dark. The Infected can emerge from the shadows at any moment.,O Pântano da Morte é escuro como breu. Os Infectados podem surgir das sombras a qualquer momento.
ScriptText/NPC_Character_Text4,Each Specialist has different talents and stories. Why not befriend them all?,Cada Especialista tem talentos e histórias diferentes. Por que não fazer amizade com todos?
ScriptText/NPC_Startgame_Text19,Each Infection Zone has a “brain”-like leader responsible for coordinating all infected to continually spread the virus.,"Cada Zona de Infecção possui um líder semelhante a um “cérebro”, responsável por coordenar todos os infectados para espalhar continuamente o vírus."
ScriptText/NPC_Startgame_Text13,"Upon completing an operation, the Divine System will grant you rewards based on your performance.","Ao concluir uma operação, o Sistema Divino concederá recompensas com base no seu desempenho."
ScriptText/NPC_Startgame_Name,Cheng Tuo,Cheng Tuo
ScriptText/NPC_Startgame_Text4,The leader in the desert region excels at long-range attacks. Dispatch a suitable Specialist for the mission.,O líder da região desértica se destaca em ataques de longa distância. Envie um Especialista adequado para a missão.
ScriptText/NPC_Artisan_Text6_2,How many attempts to get what you want? Heaven knows.,Quantas tentativas até conseguir o que quer? Só o céu sabe.
ScriptText/Commander_Battle_Boss2Warn3,Attention! Boss-level threat detected. Stand by for combat.,Atenção! Ameaça de nível Chefe detectada. Preparem-se para combate.
ScriptText/Commander_Battle_Text3,Multiple hostile contacts inbound!,Múltiplos contatos hostis se aproximando!
ScriptText/Commander_Battle_Warn4,Heads up! High-density threat closing in!,Atenção! Ameaça de alta densidade se aproximando!
ScriptText/Commander_Battle_Boss1Warn2,Attention! Giant mutant locked. Adjusting course immediately.,Atenção! Mutante gigante localizado. Ajustando rota imediatamente.
ScriptText/NPC_Reborn_Unlock1_Text2_2,You can now convert your Rank into tangible combat power and optimize your operational efficiency.,Agora você pode converter sua Patente em poder de combate concreto e otimizar sua eficiência operacional.
ScriptText/FirstGame_Text1,Vital signs signal: Lost,Sinal de sinais vitais: Perdido
ScriptText/NPC_Reborn_Unlock1_Text3,Abnormal heat signals detected at the ruins of the ecological testing ground. Confirmed fully overrun as an Infection Zone.,Sinais anormais de calor detectados nas ruínas do campo de testes ecológicos. Confirmado: área totalmente tomada como Zona de Infecção.
ScriptText/Commander_Battle_Start2,Biological signal locked. Recovery mission underway!,Sinal biológico travado. Missão de recuperação em andamento!
ScriptText/Commander_Battle_Boss2Die3,Target eliminated. Mission success.,Alvo eliminado. Missão concluída com sucesso.
ScriptText/Commander_Battle_Text7,Target's bio-signs have vanished. Good work!,Os biossinais do alvo desapareceram. Bom trabalho!
ScriptText/NPC_Store_Text2,Check out this enchantment! Divine military-grade quality. One shot equals five! Only Credits! Buy now and get “Zombie Damage Insurance” for free!,Olhe este encantamento! Qualidade militar Divina. Um tiro vale por cinco! Apenas Créditos! Compre agora e leve “Seguro contra Dano de Zumbi” grátis!
ScriptText/FirstGame_Text7,Such nostalgic light…,Que luz nostálgica...
ScriptText/NPC_Reborn_Unlock1_Text2,The R&D Department has permanently unlocked the “Talent Development System” for you.,O Departamento de P&D desbloqueou permanentemente o “Sistema de Desenvolvimento de Talentos” para você.
ScriptText/Commander_Battle_Text2,R&D's new toy is in. Let's hope it holds up.,O brinquedo novo do P&D chegou. Vamos torcer para aguentar.
ScriptText/Commander_Battle_Tech1,R&D sent over a new gadget. Let's hope it doesn't malfunction this time.,O P&D mandou um novo dispositivo. Vamos torcer para não dar defeito desta vez.
ScriptText/NPC_Startgame_Text9,May you complete your next mission successfully.,Que você conclua sua próxima missão com sucesso.
ScriptText/Commander_Battle_Tech2,Airdrop support is in position. Ready for pickup.,Suporte de suprimentos em posição. Pronto para coleta.
ScriptText/NPC_Artisan_Text13,"The manager said items stored in the warehouse won't be lost even at the end of the world. But if you need more space, that'll cost extra.","O gerente disse que itens guardados no armazém não serão perdidos nem no fim do mundo. Mas, se precisar de mais espaço, isso custa extra."
ScriptText/NPC_Reborn_Text12,It's good to see you again.,É bom ver você de novo.
ScriptText/Commander_Battle_Text11,Energy Forges are top-tier assets. Hold them. At any cost.,Forjas de Energia são ativos de primeira linha. Protejam-nas. A qualquer custo.
ScriptText/NPC_Character_Text16,"At least within the company’s known records, there has been no precedent of a Specialist being infected by the virus.","Ao menos nos registros conhecidos da empresa, não há precedente de um Especialista infectado pelo vírus."
ScriptText/NPC_Character_Name,Morpheus,Morpheus
ScriptText/NPC_Talent_Text11,The Corrupted Virus comes from evil gods from outer space. They want to steal Earth's faith through the virus.,O Vírus Corrompido vem de deuses malignos do espaço exterior. Eles querem roubar a fé da Terra por meio do vírus.
ScriptText/NPC_Startgame_Text22,An eroded body is nothing less than a cage for the soul. Go and save the souls of those infected.,Um corpo corroído é nada menos que uma prisão para a alma. Vá e salve as almas dos infectados.
ScriptText/NPC_Startgame_Text14,"Life forms infected by the virus lose their independent consciousness, and their biological structures are also reshaped.","Formas de vida infectadas pelo vírus perdem a consciência independente, e suas estruturas biológicas também são remodeladas."
ScriptText/NPC_Artisan_Text9,"The more times you reforge equipment, the more divine power it consumes, and naturally, the more Credits it requires.","Quanto mais vezes você reforja um equipamento, mais poder divino ele consome e, naturalmente, mais Créditos exige."
ScriptText/Commander_Battle_Text6,Heads up! Detecting a big one! Plotting a new course!,Atenção! Detectando um grandalhão! Traçando nova rota!
ScriptText/Commander_Battle_Boss2Warn2,Warning! Colossal life signature approaching. Prepare to engage!,Aviso! Assinatura vital colossal se aproximando. Preparem-se para enfrentar!
ScriptText/Commander_Battle_Warn1,Caution! Large number of hostiles approaching!,Cuidado! Grande número de hostis se aproximando!
ScriptText/Commander_Battle_Boss1Die2,All clear. Target vital signs confirmed lost.,Área limpa. Sinais vitais do alvo confirmados como perdidos.
ScriptText/Commander_Battle_Boss2Die2,"All clear. All targets eliminated. Good work, everyone.","Área limpa. Todos os alvos eliminados. Bom trabalho, pessoal."
ScriptText/Commander_Battle_Text4,Warning! Massive Mutant Detected. Prepare for Combat!,Aviso! Mutante massivo detectado. Preparem-se para combate!
ScriptText/Commander_Battle_Boss1Warn1,Alert! Giant mutant detected. Altering approach path.,Alerta! Mutante gigante detectado. Alterando rota de aproximação.
ScriptText/Commander_Battle_Boss2Warn1,"Alert! Watch out for the giant mutant, or your ""exit interview"" might be... rather abrupt.","Alerta! Cuidado com o mutante gigante, ou sua “entrevista de desligamento” pode ser... bem repentina."
ScriptText/Claire_Text1,Let me teach those zombies what “efficient communication” means.,Vou ensinar a esses zumbis o que significa “comunicação eficiente”.
ScriptText/NPC_Startgame_Text10,"Remember, only the living can deal damage.",Lembre-se: só os vivos conseguem causar dano.
ScriptText/YeYing_Text2,Keep an eye on the customer list for me. What if you find my former boss? I've saved up a lot of “work insights” to report to him.,Fique de olho na lista de clientes para mim. E se encontrar meu antigo chefe? Guardei muitos “aprendizados profissionais” para relatar a ele.
ScriptText/NPC_Talent_Unlock,"Access confirmed. I am Kepler, your Talent Trainer. I can develop your potential at any time.","Acesso confirmado. Sou Kepler, seu Treinador de Talentos. Posso desenvolver seu potencial a qualquer momento."
ScriptText/FirstGame_Text5,Huh?! Where am I...? Didn't I already...?,Hã?! Onde eu estou...? Eu já não tinha...?
ScriptText/NPC_Startgame_Text15,"The more powerful an individual is, the greater the threat they become after being infected by the virus.","Quanto mais poderoso um indivíduo é, maior a ameaça que se torna após ser infectado pelo vírus."
ScriptText/NPC_Character_Text11,The Reincarnation Insurance Company is not a charity. Every employee needs to prove their worth.,A Companhia de Seguros de Reencarnação não é uma instituição de caridade. Todo funcionário precisa provar seu valor.
ScriptText/Luna_Text2,Reincarnation is a one-way street. My duty is to ensure they don't take a wrong turn or be late.,A reencarnação é uma rua de mão única. Meu dever é garantir que eles não peguem o caminho errado nem cheguem atrasados.
ScriptText/NPC_Store_Text4,"This batch was traded with smugglers... cough I mean, ""strategic procurement"".","Este lote foi negociado com contrabandistas... cof, quero dizer, “aquisição estratégica”."
ScriptText/NPC_Tower_Text1_2,The rules are simple: complete the operations and advance floor by floor.,As regras são simples: conclua as operações e avance andar por andar.
ScriptText/NPC_Reborn_Unlock7_Text1_2,"By completing combat operations designated by the Divine System, you can improve your compatibility with Divine power.","Ao concluir operações de combate designadas pelo Sistema Divino, você pode melhorar sua compatibilidade com o poder Divino."
ScriptText/NPC_Store_Text14,"After reclaiming those infected souls, they still need to pay Credits to buy Reincarnation Insurance before they can be reborn like us.","Depois de recuperar essas almas infectadas, elas ainda precisam pagar Créditos para comprar Seguro de Reencarnação antes de renascer como nós."
ScriptText/NPC_Reborn_Unlock1_Text3_2,The area is scorched by uncontrolled fusion energy. Recommend heat-resistant gear and long-range combat preparations before deployment.,A área está chamuscada por energia de fusão descontrolada. Recomenda-se equipamento resistente ao calor e preparação para combate à distância antes do envio.
ScriptText/Claire_Text3,Heavy armor affects mobility? Let's see how many seconds a zombie can last in front of me.,Armadura pesada atrapalha a mobilidade? Vamos ver quantos segundos um zumbi dura na minha frente.
ScriptText/NPC_Artisan_Text6,The essence of Reforging is to use the power of the Divine to cause “random fluctuations” in the equipment's divine power.,A essência da Reforja é usar o poder do Divino para causar “flutuações aleatórias” no poder divino do equipamento.
ScriptText/NPC_Character_Text14,"In addition to rebirth services, you are also entitled to the company’s highest level of medical security coverage.","Além dos serviços de renascimento, você também tem direito ao nível mais alto de cobertura médica da empresa."
ScriptText/NPC_Startgame_Text3,Captain Raines... I‘ve met him before. He’s now the most fearsome Infected in the desert region.,Capitão Raines... Eu já o encontrei antes. Agora ele é o Infectado mais temível da região desértica.
ScriptText/NPC_Reborn_Text4,Wishing you success on your mission!,Desejo sucesso na sua missão!
ScriptText/Monster_Alert_Text1,Threat Swarm is approaching.,Enxame de ameaças se aproximando.
UpdateNotesText/UpdateNotes_0.8.1.7,"Ver 0.8.1.7
Version Date: 2026.1.27

Update Notes:

Characters
  - Fixed an issue where the Rocket Launcher could not trigger Chase Tech.

Divine Tech
  - Fixed an issue where the Gunsmith faction could present an empty selection screen.
  - Fixed an issue that could soft-lock the game at the """"Select Divine Tech"""" screen if players had banned all available Tech options.

Events
  - Adjusted the effects of the """"Equivalent Exchange"""" event. Health Regen can no longer be reduced below 0.

Monsters
  - Optimized the visual effect for monster attack warning ranges.
  - Fixed an issue where certain monster visual effects were not displaying on low graphics settings.
  - Fixed an issue where elite monster visual effects could display incorrectly in specific situations.

UI
  - The on-screen prompt for toggling Auto-Fire (Q key) is now more prominent to help new players.

Missions
  - Fixed an issue where the completion criteria for some quests were not triggering correctly.

NPC
  - Fixed an issue where the mouse cursor could remain in """"Dismantle mode"""" after closing the Artisan's Dismantle interface.

Settings
  - Added """"Screen Shake"""" and """"Shake Intensity"""" options.
  - Fixed an issue where the Frame Rate Limit could automatically reset to 60.

Stability
  - Fixed known issues that could cause game stuttering or unexpected crashes.

Other
  - Updated the game's launch icon.","Ver 0.8.1.7
Data da versão: 2026.1.27

Notas da atualização:

Personagens
  - Corrigido um problema em que o Lança-Foguetes não acionava Tecnologias de Perseguição.

Tecnologia Divina
  - Corrigido um problema em que a facção Armeiro podia exibir uma tela de seleção vazia.
  - Corrigido um problema que podia travar o jogo na tela """"Selecionar Tecnologia Divina"""" caso o jogador tivesse banido todas as opções de Tecnologia disponíveis.

Eventos
  - Ajustados os efeitos do evento """"Troca Equivalente"""". A Regeneração de Vida não pode mais ser reduzida abaixo de 0.

Monstros
  - Otimizado o efeito visual dos indicadores de alcance dos ataques dos monstros.
  - Corrigido um problema em que certos efeitos visuais de monstros não eram exibidos em configurações gráficas baixas.
  - Corrigido um problema em que efeitos visuais de monstros de elite podiam ser exibidos incorretamente em situações específicas.

UI
  - O aviso na tela para alternar o Disparo Automático (tecla Q) agora está mais visível para ajudar novos jogadores.

Missões
  - Corrigido um problema em que os critérios de conclusão de algumas missões não eram acionados corretamente.

NPC
  - Corrigido um problema em que o cursor do mouse podia permanecer no """"modo Desmontar"""" após fechar a interface de Desmontar do Artesão.

Configurações
  - Adicionadas as opções """"Tremor de Tela"""" e """"Intensidade do Tremor"""".
  - Corrigido um problema em que o Limite de Taxa de Quadros podia ser redefinido automaticamente para 60.

Estabilidade
  - Corrigidos problemas conhecidos que podiam causar travamentos ou fechamentos inesperados do jogo.

Outros
  - Atualizado o ícone de inicialização do jogo."
